time_s,Vout_V,iL_A,duty,Rload_ohm
0.003400,4.997374,0.469663,0.41871,10.00
0.003410,4.995206,0.470197,0.41882,10.00
0.003420,4.993082,0.471077,0.41893,10.00
0.003430,4.991017,0.472295,0.41904,10.00
0.003440,4.989026,0.473840,0.41915,10.00
0.003450,4.986998,0.475701,0.41926,10.00
0.003460,4.984577,0.477922,0.41939,10.00
0.003470,4.982278,0.480526,0.41952,10.00
0.003480,4.980118,0.483492,0.41965,10.00
0.003490,4.978111,0.486798,0.41976,10.00
0.003500,4.976403,0.490418,0.41988,10.00
0.003510,4.975394,0.494262,0.41995,10.00
0.003520,4.974568,0.498260,0.42001,10.00
0.003530,4.973931,0.502383,0.42006,10.00
0.003540,4.973487,0.506599,0.42011,10.00
0.003550,4.973495,0.510878,0.42015,10.00
0.003560,4.974725,0.515065,0.42011,10.00
0.003570,4.976133,0.519048,0.42006,10.00
0.003580,4.977710,0.522798,0.42000,10.00
0.003590,4.979442,0.526288,0.41993,10.00
0.003600,4.981232,0.529495,0.41985,10.00
0.003610,4.982811,0.532436,0.41979,10.00
0.003620,4.984508,0.535120,0.41972,10.00
0.003630,4.986313,0.537527,0.41964,10.00
0.003640,4.988210,0.539641,0.41956,10.00
0.003650,4.990306,0.541447,0.41947,10.00
0.003660,4.992943,0.542877,0.41935,10.00
0.003670,4.995621,0.543882,0.41922,10.00
0.003680,4.998320,0.544457,0.41909,10.00
0.003690,5.001022,0.544600,0.41895,10.00
0.003700,5.003413,0.544310,0.41881,10.00
0.003710,5.004602,0.543732,0.41875,10.00
0.003720,5.005754,0.542965,0.41869,10.00
0.003730,5.006861,0.542015,0.41863,10.00
0.003740,5.007915,0.540890,0.41857,10.00
0.003750,5.008994,0.539598,0.41851,10.00
0.003760,5.010348,0.538109,0.41844,10.00
0.003770,5.011622,0.536406,0.41836,10.00
0.003780,5.012807,0.534503,0.41829,10.00
0.003790,5.013896,0.532413,0.41823,10.00
0.003800,5.015223,0.530154,0.41817,10.00
0.003810,5.017802,0.527576,0.41802,10.00
0.003820,5.020241,0.524592,0.41788,10.00
0.003830,5.022523,0.521223,0.41775,10.00
0.003840,5.024632,0.517497,0.41763,10.00
0.003850,5.026356,0.513440,0.41751,10.00
0.003860,5.027093,0.509178,0.41745,10.00
0.003870,5.027630,0.504807,0.41740,10.00
0.003880,5.027964,0.500359,0.41736,10.00
0.003890,5.028094,0.495866,0.41732,10.00
0.003900,5.027969,0.491361,0.41730,10.00
0.003910,5.027444,0.486900,0.41731,10.00
0.003920,5.026722,0.482531,0.41732,10.00
0.003930,5.025808,0.478287,0.41734,10.00
0.003940,5.024709,0.474197,0.41737,10.00
0.003950,5.023283,0.470290,0.41742,10.00
0.003960,5.021083,0.466668,0.41751,10.00
0.003970,5.018739,0.463404,0.41761,10.00
0.003980,5.016268,0.460521,0.41771,10.00
0.003990,5.013689,0.458039,0.41783,10.00
0.004000,5.011183,0.455974,0.41795,10.00
0.004010,5.009258,0.454262,0.41804,10.00
0.004020,5.007273,0.452860,0.41813,10.00
0.004030,5.005242,0.451778,0.41823,10.00
0.004040,5.003179,0.451024,0.41833,10.00
0.004050,5.001074,0.450600,0.41843,10.00
0.004060,4.998861,0.450523,0.41854,10.00
0.004070,4.996664,0.450800,0.41865,10.00
0.004080,4.994499,0.451427,0.41876,10.00
0.004090,4.992382,0.452400,0.41887,10.00
0.004100,4.990494,0.453709,0.41898,10.00
0.004110,4.989344,0.455265,0.41905,10.00
0.004120,4.988275,0.457001,0.41911,10.00
0.004130,4.987294,0.458905,0.41917,10.00
0.004140,4.986409,0.460963,0.41923,10.00
0.004150,4.985359,0.463158,0.41928,10.00
0.004160,4.983363,0.465601,0.41939,10.00
0.004170,4.981494,0.468360,0.41950,10.00
0.004180,4.979768,0.471411,0.41961,10.00
0.004190,4.978195,0.474733,0.41970,10.00
0.004200,4.976935,0.478300,0.41979,10.00
0.004210,4.976437,0.482014,0.41984,10.00
0.004220,4.976112,0.485800,0.41988,10.00
0.004230,4.975961,0.489632,0.41990,10.00
0.004240,4.975985,0.493480,0.41992,10.00
0.004250,4.976142,0.497317,0.41993,10.00
0.004260,4.976302,0.501135,0.41995,10.00
0.004270,4.976634,0.504920,0.41995,10.00
0.004280,4.977135,0.508644,0.41995,10.00
0.004290,4.977801,0.512282,0.41993,10.00
0.004300,4.978534,0.515806,0.41991,10.00
0.004310,4.979061,0.519235,0.41990,10.00
0.004320,4.979738,0.522573,0.41989,10.00
0.004330,4.980560,0.525796,0.41986,10.00
0.004340,4.981521,0.528882,0.41983,10.00
0.004350,4.982827,0.531808,0.41979,10.00
0.004360,4.985107,0.534451,0.41969,10.00
0.004370,4.987486,0.536724,0.41959,10.00
0.004380,4.989946,0.538613,0.41947,10.00
0.004390,4.992471,0.540105,0.41935,10.00
0.004400,4.995119,0.541190,0.41923,10.00
0.004410,4.998106,0.541825,0.41909,10.00
0.004420,5.001095,0.541981,0.41894,10.00
0.004430,5.004064,0.541659,0.41879,10.00
0.004440,5.006993,0.540862,0.41864,10.00
0.004450,5.009758,0.539600,0.41848,10.00
0.004460,5.012036,0.537930,0.41836,10.00
